指数代码,日期,rolling_return,rolling_volatility,rolling_sharpe,rolling_drawdown
CI011001.WI,2024-07-05,0.13215464987157732,0.033621087095263506,3.2666083121640295,-0.0005477616460820567
CI011001.WI,2024-07-08,0.12705594502773865,0.03382588031135222,3.1135305106618305,-0.003840101922893524
CI011001.WI,2024-07-09,0.1286136934046027,0.03385544812628057,3.151656800445042,-0.0019554834934571996
CI011001.WI,2024-07-10,0.12951305790427226,0.033859569025679805,3.1748140605603394,-0.0009005804084676328
CI011001.WI,2024-07-11,0.12890847640970238,0.033862450413831596,3.1587280423995323,-0.0008652473661178162
CI011001.WI,2024-07-12,0.13056676243705967,0.033897766937183896,3.198795565797718,0.0
CI011001.WI,2024-07-15,0.12833774942761145,0.03380781140479305,3.148813914254354,0.0
CI011001.WI,2024-07-16,0.12877013455996145,0.0338125640985108,3.159712565413833,0.0
CI011001.WI,2024-07-17,0.1254902254176069,0.03395573584600493,3.060792680348089,-0.0026384532784818893
CI011001.WI,2024-07-18,0.12419481038082436,0.033993219260388424,3.02356050924483,-0.0038435995727476024
CI011001.WI,2024-07-19,0.12196935769015416,0.034076622712763946,2.9580663094176063,-0.005791110997781623
CI011001.WI,2024-07-22,0.1253915486341397,0.034169794695023396,3.039263441522896,-0.002780228529011053
CI011001.WI,2024-07-23,0.12532258716864497,0.03416778529573369,3.037645845258736,-0.0012299654628237233
CI011001.WI,2024-07-24,0.11865009255482861,0.03436131662369097,2.8475763447438838,-0.0048492858822563045
CI011001.WI,2024-07-25,0.11799649892800645,0.03436818785893801,2.8300010030525917,-0.005096514266772045
CI011001.WI,2024-07-26,0.11787608691539919,0.03435993253781721,2.827536614228051,-0.002105662793629781
CI011001.WI,2024-07-29,0.12020666101800415,0.03435976439521282,2.8881905975413744,-0.0006210175292461484
CI011001.WI,2024-07-30,0.12034072990021949,0.034358376488302846,2.8917906042450863,-0.0005049964159533626
CI011001.WI,2024-07-31,0.12224614702733727,0.03447675567176844,2.9312896178428365,0.0
CI011001.WI,2024-08-01,0.12028451864448186,0.03436970732296287,2.889387963836285,0.0
CI011001.WI,2024-08-02,0.12340440010478071,0.034356526389049624,2.971466633163138,0.0
CI011001.WI,2024-08-05,0.12111707374122993,0.03440448910972939,2.908104083667604,-0.00136469129316652
CI011001.WI,2024-08-06,0.11789198705092829,0.034471191575582566,2.8189338969997593,-0.0031462519642964093
CI011001.WI,2024-08-07,0.12373989106130434,0.03425560955989245,2.9888401292872233,-0.0015057119267652963
CI011001.WI,2024-08-08,0.11874559161095077,0.034415372561115064,2.8456388561192107,-0.004497657481203787
CI011001.WI,2024-08-09,0.11567648149916199,0.034461962718496206,2.762088392816055,-0.006003791625434851
CI011001.WI,2024-08-12,0.11157143093257549,0.0347338374698347,2.634565902902525,-0.009936747319960637
CI011001.WI,2024-08-13,0.11616455377162449,0.034862717557472285,2.7432858025849347,-0.006395327955446284
CI011001.WI,2024-08-14,0.11591139377042081,0.03484568770304894,2.738096947935747,-0.003491231781738602
CI011001.WI,2024-08-15,0.11392376084991174,0.03500368217105482,2.67494274212535,-0.007024769753556814
CI011001.WI,2024-08-16,0.11717373126688924,0.03491536310528036,2.7650973397514202,-0.006194718363498719
CI011001.WI,2024-08-19,0.1174240040219785,0.034922735124689984,2.77093791421057,-0.004507565517736012
CI011001.WI,2024-08-20,0.11662685956601959,0.03490950210496841,2.7515237600501115,-0.003782195911381181
CI011001.WI,2024-08-21,0.11747614358093528,0.03487873839568594,2.7757277182714253,-0.004366122666671579
CI011001.WI,2024-08-22,0.11740909281149037,0.034877952765275985,2.7740683051557635,-0.00350235017500633
CI011001.WI,2024-08-23,0.11697048648789599,0.03488678615095279,2.7621162471204572,-0.0040364552693246125
CI011001.WI,2024-08-26,0.11908958333754827,0.03483760403983293,2.820397136915835,-0.003547386704698452
CI011001.WI,2024-08-27,0.11374643728662726,0.0348776757079725,2.6799146393628726,-0.0057839289170437125
CI011001.WI,2024-08-28,0.11193005745079465,0.0348302499590029,2.636634778880009,-0.005170756565284651
CI011001.WI,2024-08-29,0.11309696010599612,0.03480885732786634,2.6683794963232503,-0.004929670392276098
CI011001.WI,2024-08-30,0.11320087222986341,0.03480743030079223,2.671170510041293,-0.00498492458464217
CI011001.WI,2024-09-02,0.11659135870682014,0.03479091345524049,2.759870262044136,-0.0032269517959385707
CI011001.WI,2024-09-03,0.11025953263395949,0.03468879096597699,2.60388551971923,-0.005017998286134806
CI011001.WI,2024-09-04,0.1120771955770723,0.034636967558594,2.6549769565666756,-0.004875119895686342
CI011001.WI,2024-09-05,0.11190193515137437,0.03463476723082843,2.650590884842111,-0.004053146933141849
CI011001.WI,2024-09-06,0.11092721718840193,0.034693869067183365,2.62084537819341,-0.0063908805981391925
CI011001.WI,2024-09-09,0.11274868868404431,0.03471494716105149,2.6664865669504514,-0.004714311336854182
CI011001.WI,2024-09-10,0.11634089286892846,0.03468094955311399,2.7620404053221885,-0.003042330172031704
CI011001.WI,2024-09-11,0.11841178739625469,0.03471388784549142,2.8128654706546325,-0.0010642694922885498
CI011001.WI,2024-09-12,0.11690857047657821,0.03468690777713943,2.7762347930173337,-0.0006015754453634337
CI011001.WI,2024-09-13,0.11920067579400873,0.0347823255062991,2.827680138403342,0.0
CI011001.WI,2024-09-18,0.12254390848049157,0.0348214318015164,2.910239593126083,0.0
CI011001.WI,2024-09-19,0.12575525302018464,0.03468893869547274,3.0036127745467347,0.0
CI011001.WI,2024-09-20,0.12659442614399374,0.03469323740831987,3.024733417710201,0.0
CI011001.WI,2024-09-23,0.12997941786709122,0.03467286902829928,3.1130579792587874,0.0
CI011001.WI,2024-09-24,0.12739980472695245,0.03485650651434293,3.031239735601633,-0.003445883271409267
CI011001.WI,2024-09-25,0.13178260045103096,0.035103955587833253,3.120699474751611,0.0
CI011001.WI,2024-09-26,0.12773556002308517,0.03527100702265431,3.0044732862467622,-0.002938633468775431
CI011001.WI,2024-09-27,0.11433046786356948,0.036734946922960504,2.5605113377973554,-0.012816433810780237
CI011001.WI,2024-09-30,0.12319522080746292,0.03789451268078078,2.6924836536094654,-0.0031019962530597356
CI011001.WI,2024-10-08,0.1206424212306425,0.03766689973187288,2.6480914237175117,-4.6021614148683554e-05
CI011001.WI,2024-10-09,0.11437393556107955,0.03854626312150681,2.4429637867360894,-0.008374260261822863
CI011001.WI,2024-10-10,0.1235402816816451,0.03884003264444319,2.635784860569838,-0.0024919170007720037
CI011001.WI,2024-10-11,0.12334607754250215,0.038841951839951386,2.6312039929216726,-0.0025427360195471316
CI011001.WI,2024-10-14,0.13063826099511577,0.039070214508476885,2.7817485332325242,0.0
CI011001.WI,2024-10-15,0.12736480722509702,0.03934769706734948,2.6886848046384113,-0.004710099374842125
CI011001.WI,2024-10-16,0.1314199135711529,0.039416977171023215,2.7751629579011063,-0.0016849545381109055
CI011001.WI,2024-10-17,0.13187877201288978,0.03940085523261597,2.7865785826984815,-0.002549369073373442
CI011001.WI,2024-10-18,0.1428517662782809,0.03982128024684917,2.9999743529329463,0.0
CI011001.WI,2024-10-21,0.14355195295376233,0.039818932078231804,3.0155387390009922,0.0
CI011001.WI,2024-10-22,0.14254638432614275,0.03984975011483171,2.9911495384310585,-0.0012967654625070102
CI011001.WI,2024-10-23,0.1468932586534708,0.03943099060649356,3.1188498504401645,-0.0032341084855076474
CI011001.WI,2024-10-24,0.14658927734015204,0.03944532039920549,3.111007188675066,-0.004941171293190938
CI011001.WI,2024-10-25,0.14535924555335855,0.039470887161193506,3.0818092824849117,-0.0058656411816309095
CI011001.WI,2024-10-28,0.14827571909632598,0.039456473006865514,3.1474093599954407,-0.004278921928779544
CI011001.WI,2024-10-29,0.14692314998700917,0.039468518513509895,3.116582416704042,-0.0047185301811699665
CI011001.WI,2024-10-30,0.14559010045585796,0.0394581378717954,3.087902698011341,-0.004406572451981949
CI011001.WI,2024-10-31,0.14237501575633416,0.03961253878091284,3.005034345716491,-0.007426038741601748
CI011001.WI,2024-11-01,0.14151368390533148,0.03960820998221374,2.9863051480531926,-0.007050062005439006
CI011001.WI,2024-11-04,0.14265274051621635,0.03961061947686431,3.0113180988305235,-0.005933313672791041
CI011001.WI,2024-11-05,0.14575012169520773,0.039723595134145154,3.071049059437534,-0.0024147316232167038
CI011001.WI,2024-11-06,0.1489782055656348,0.03973691970998361,3.1408740101072676,-0.000276087157186522
CI011001.WI,2024-11-07,0.1519079446907825,0.03974578389716341,3.204290850109712,0.0
CI011001.WI,2024-11-08,0.15450914711840769,0.03970931331945556,3.2640331146353643,0.0
CI011001.WI,2024-11-11,0.15491615761405364,0.03970997737611912,3.2728605898207865,0.0
CI011001.WI,2024-11-12,0.1492868314388056,0.040048880195042866,3.1234284668854344,-0.004633685554183087
CI011001.WI,2024-11-13,0.14822320010099532,0.04007516715554586,3.098289015851352,-0.0056714343134103284
CI011001.WI,2024-11-14,0.14224518307179923,0.04059043640028562,2.930800887031301,-0.0116759146036578
CI011001.WI,2024-11-15,0.13869854289587047,0.040770062480690476,2.841750493938789,-0.015008304913465054
CI011001.WI,2024-11-18,0.13850220231179078,0.04077149949901121,2.837420140407412,-0.014915804399527444
CI011001.WI,2024-11-19,0.14016115812398655,0.04076857019253121,2.8733554077496137,-0.013765477495430334
CI011001.WI,2024-11-20,0.14095005452846543,0.04075917380745599,2.890987223884541,-0.013450330395619159
CI011001.WI,2024-11-21,0.14290078612649837,0.04074092058563505,2.9342169142328793,-0.012512473366112387
CI011001.WI,2024-11-22,0.14219150708850337,0.040770039841386836,2.9169155571965306,-0.014175883025515867
CI011001.WI,2024-11-25,0.14285675462673586,0.040758395987858236,2.9320305373702213,-0.014165016835148703
CI011001.WI,2024-11-26,0.14286406624494608,0.040758435006872734,2.932184818012035,-0.013392193519238593
CI011001.WI,2024-11-27,0.1438213123118688,0.04075550336005274,2.9529466690684276,-0.012591377352509592
CI011001.WI,2024-11-28,0.1435516933226415,0.04075844962210076,2.9469490784310044,-0.01267927214616471
CI011001.WI,2024-11-29,0.14405955603979037,0.040757480884125646,2.9579179887632794,-0.012017592858629356
CI011001.WI,2024-12-02,0.14903790490365187,0.04095019502157553,3.0502787712415063,-0.007547920588998225
CI011001.WI,2024-12-03,0.14889751113341387,0.040950096032727784,3.0473004858701254,-0.007025488497310106
CI011001.WI,2024-12-04,0.15516071576765222,0.0409955033504351,3.176661647501532,-0.0034245598737844274
CI011001.WI,2024-12-05,0.1561044164772747,0.04098018296636632,3.197772420355065,-0.0032056640541293646
CI011001.WI,2024-12-06,0.1579429440951401,0.04095614940538477,3.238445507159607,-0.002448560861339155
CI011001.WI,2024-12-09,0.1622961934824243,0.04092075125607527,3.332965544524246,-0.0003687885725626172
CI011001.WI,2024-12-10,0.16890220711433912,0.04129431048585892,3.440513869475477,0.0
CI011001.WI,2024-12-11,0.1712504943281805,0.04135221852472889,3.4843169830358605,0.0
CI011001.WI,2024-12-12,0.17013546923690215,0.041348795598695,3.4615530279106506,0.0
CI011001.WI,2024-12-13,0.1735508189818089,0.04148878554878514,3.5203046399453015,0.0
CI011001.WI,2024-12-16,0.17863259732148973,0.04171012038109656,3.6055040923524273,0.0
CI011001.WI,2024-12-17,0.17779206373643208,0.04173623118238092,3.5861702717303805,-0.0012243062833310336
CI011001.WI,2024-12-18,0.1678764137964115,0.04237328913536882,3.333235944372688,-0.007960618689710541
CI011001.WI,2024-12-19,0.17257418483005105,0.042223588095655545,3.440039064069611,-0.006908802185676022
CI011001.WI,2024-12-20,0.17954135506682123,0.04248576954311678,3.55859938283527,-0.0014675312304841537
CI011001.WI,2024-12-23,0.18139873682381258,0.042502719948195794,3.5942409695601154,0.0
CI011001.WI,2024-12-24,0.17773571252409304,0.04255182997599925,3.5171143993032095,-0.0015634314904374724
CI011001.WI,2024-12-25,0.1744735234359165,0.04260768562274232,3.447418034817532,-0.0031542673745411642
CI011001.WI,2024-12-26,0.17743903163050745,0.04261682778497972,3.5058993182544813,-0.001098152545799147
CI011001.WI,2024-12-27,0.17564571322561706,0.042593590603318736,3.4719802620103866,-0.0005667726871889656
CI011001.WI,2024-12-30,0.17004901838464037,0.04255595171378122,3.362810175792301,-0.0019836231668403093
CI011001.WI,2024-12-31,0.17082824306481226,0.04256277026017401,3.377929773334878,-0.0005911712629728116
CI011001.WI,2025-01-02,0.17405439816340196,0.04269916959134273,3.4317582692084745,0.0
CI011001.WI,2025-01-03,0.17862045671241011,0.042873928227298706,3.50853697474366,0.0
CI011001.WI,2025-01-06,0.1797572096789215,0.042858574280030245,3.5322862768462304,0.0
CI011001.WI,2025-01-07,0.1757245503922471,0.04278755975610112,3.458001133827458,-0.00017837123513986253
CI011001.WI,2025-01-08,0.17531609495620581,0.04277899164980689,3.4505575722288917,0.0
CI011001.WI,2025-01-09,0.16923465342047161,0.04292672944993699,3.31790165826575,-0.0031740407401192883
CI011001.WI,2025-01-10,0.16999045072047037,0.042955795587496376,3.3307381161067413,-0.0003147011196104055
CI011001.WI,2025-01-13,0.1722974350734261,0.04302626507212173,3.371164438098363,0.0
CI011001.WI,2025-01-14,0.17040626967801886,0.04303414028682747,3.3330145881172872,-0.0003850998807692907
CI011001.WI,2025-01-15,0.176924209061188,0.04309159319656479,3.4575867185452744,0.0
CI011001.WI,2025-01-16,0.17661859345858932,0.043093705081387,3.451388898616442,0.0
CI011001.WI,2025-01-17,0.17967540265541815,0.042971714360709685,3.521483615951993,-6.804408062854872e-05
CI011001.WI,2025-01-20,0.17661176195574724,0.0431000473136752,3.4507525614246983,-0.002830276749183125
CI011001.WI,2025-01-21,0.17604668179660732,0.04309090999056581,3.440320006283758,-0.0016106785193735762
CI011001.WI,2025-01-22,0.17570817184206566,0.04308718287130529,3.433928265842364,-0.0005547164458760134
CI011001.WI,2025-01-23,0.17288029452004317,0.04316083860591894,3.3723108830748427,-0.002430138124688064
CI011001.WI,2025-01-24,0.17282473929611486,0.043162404281920426,3.371091990125202,-0.003237368977845767
CI011001.WI,2025-01-27,0.17572036421178105,0.0431869741301372,3.4263331393847802,-0.0009411609993282832
CI011001.WI,2025-02-05,0.1856548314612665,0.04371649590274376,3.5779518342039194,0.0
CI011001.WI,2025-02-06,0.18925293796780562,0.04375441883188789,3.644188428550913,0.0
CI011001.WI,2025-02-07,0.19024334519259112,0.04375236952764959,3.663396696556865,0.0
CI011001.WI,2025-02-10,0.19388853243859328,0.04373403501366565,3.734883037135319,0.0
CI011001.WI,2025-02-11,0.1946339719847674,0.04375513471578362,3.747378469106576,0.0
CI011001.WI,2025-02-12,0.19027727717117138,0.04379828032354343,3.6602536466260958,-0.0016394425060729523
CI011001.WI,2025-02-13,0.1889765808096524,0.04380491326385771,3.6347288454969457,-0.0017576461663859622
CI011001.WI,2025-02-14,0.18891209985443003,0.043805011350524586,3.6334818764350603,-0.001173872859324021
CI011001.WI,2025-02-17,0.1801098811162294,0.04449885597798976,3.4104070167956686,-0.008312554942848882
CI011001.WI,2025-02-18,0.1787460314295708,0.04450007772631657,3.3843117815032513,-0.008279164968183483
CI011001.WI,2025-02-19,0.18153008974142426,0.04458149836837846,3.431163216341945,-0.004935731255013898
CI011001.WI,2025-02-20,0.17852417035434898,0.044609289240188595,3.3719124307013435,-0.006027677926499386
CI011001.WI,2025-02-21,0.1652747981613354,0.04532223542794549,3.0699624306615774,-0.013817858265700034
CI011001.WI,2025-02-24,0.15775900221034056,0.04575123393687903,2.9000861481633313,-0.01938332654290098
CI011001.WI,2025-02-25,0.1584437178038407,0.045747980791883774,2.913220562087316,-0.018763722013025896
CI011001.WI,2025-02-26,0.15655045140410873,0.04582588337773993,2.872632128885296,-0.021125905220719332
CI011001.WI,2025-02-27,0.15153620229532616,0.045964801135229355,2.769506855521689,-0.024121789197592336
CI011001.WI,2025-02-28,0.15703900016646322,0.04574354098702517,2.8869586916533585,-0.02331124231259485
CI011001.WI,2025-03-03,0.1539176265178539,0.045668839653325854,2.8324211789566327,-0.022841262669191953
CI011001.WI,2025-03-04,0.15352048196151502,0.04566717228784403,2.8249808284774174,-0.02223580687858151
CI011001.WI,2025-03-05,0.15355935424115685,0.045668697040701665,2.8256263313327827,-0.01965378008769436
CI011001.WI,2025-03-06,0.15535477882968274,0.04570693818741527,2.85734550685029,-0.017232088175153093
CI011001.WI,2025-03-07,0.15381915251886258,0.04571638055549512,2.827655123173695,-0.017638595366715748
CI011001.WI,2025-03-10,0.14960002071917344,0.045623287084390764,2.7529909610842136,-0.01775262528019561
CI011001.WI,2025-03-11,0.14592039209674335,0.04560560827697454,2.6837051640391816,-0.018541148431903576
CI011001.WI,2025-03-12,0.14803876394002424,0.04564446530546449,2.721944380280633,-0.016158227739944686
CI011001.WI,2025-03-13,0.14603320978515288,0.04561187902806096,2.685501971133866,-0.015647613127373505
CI011001.WI,2025-03-14,0.15195090119072185,0.045989075333462866,2.7759011044801434,-0.009280181708662072
CI011001.WI,2025-03-17,0.14821706825357994,0.04591404036375871,2.709613564003393,-0.009290655450715168
CI011001.WI,2025-03-18,0.15167092434936214,0.0458290161544983,2.780129428759031,-0.008532739775783615
CI011001.WI,2025-03-19,0.15171226923012826,0.04583058727158015,2.7808194300579814,-0.0059792992132067235
CI011001.WI,2025-03-20,0.1512949247718096,0.04582778736074035,2.7730734648549267,-0.005248657267581169
CI011001.WI,2025-03-21,0.13882243270156946,0.04560779989467451,2.54727195084381,-0.009221801752957837
CI011001.WI,2025-03-24,0.13922984338448985,0.04562412147584742,2.5542207702888597,-0.006479308833824304
CI011001.WI,2025-03-25,0.13854365551979453,0.04562630264988388,2.5408886980546566,-0.006425155124913484
CI011001.WI,2025-03-26,0.14140157082604832,0.045536349999788145,2.6009020423105325,-0.006280675234537569
CI011001.WI,2025-03-27,0.1426505296606173,0.045505017178081086,2.6267077051130143,-0.00650164756687488
CI011001.WI,2025-03-28,0.14339235349211954,0.04549334587956262,2.6416434625755683,-0.0064580463499573915
CI011001.WI,2025-03-31,0.14069359911989943,0.04547101041158483,2.590921969728474,-0.006680226181378424
CI011001.WI,2025-04-01,0.13800698366534436,0.04532998347105734,2.546796169683464,-0.004658898965060443
CI011001.WI,2025-04-02,0.13522328977435216,0.045369666614871,2.4905992529239698,-0.006096164124535508
CI011001.WI,2025-04-03,0.1323443418479493,0.04535771148113862,2.4352331651689467,-0.006648279955617564
CI011001.WI,2025-04-07,0.11640984921579145,0.04745925896798067,2.030707666709627,-0.020028603553297053
CI011001.WI,2025-04-08,0.11091684948640057,0.047269245727113794,1.9342901746132222,-0.020250730884757928
CI011001.WI,2025-04-09,0.11776414920592249,0.0470710776504483,2.0728332478021803,-0.01830468861131751
CI011001.WI,2025-04-10,0.12351199456669071,0.047131906876572316,2.1790921770315492,-0.014790787527489857
CI011001.WI,2025-04-11,0.1267630455891171,0.0471884653192517,2.2377980877513624,-0.011995453398449762
CI011001.WI,2025-04-14,0.12589421370608322,0.04716645144172121,2.2224583375228946,-0.010583808219535529
CI011001.WI,2025-04-15,0.12240645271961381,0.04707817601464719,2.160604256157468,-0.01033860715558177
CI011001.WI,2025-04-16,0.12068100422640304,0.04694426804012936,2.133847303964594,-0.006633054967169483
CI011001.WI,2025-04-17,0.11993055854103796,0.046922947429800015,2.1205134721137275,-0.0050389986766596895
CI011001.WI,2025-04-18,0.12042757969962326,0.04692074191446216,2.1300715801640457,-0.004596791512184395
CI011001.WI,2025-04-21,0.11829442691587899,0.046777583822830836,2.0956904515957158,-0.0016235875181028758
CI011001.WI,2025-04-22,0.11786039847930097,0.046732077994348434,2.0893756013850195,0.0
CI011001.WI,2025-04-23,0.10312137758370499,0.04780864175857627,1.7656560734039657,-0.010025381039121095
CI011001.WI,2025-04-24,0.10650820533853111,0.04779746101227581,1.8302191694243823,-0.008283393794818017
CI011001.WI,2025-04-25,0.1053109253943274,0.04781758313214757,1.8068192657645914,-0.009297369980966197
CI011001.WI,2025-04-28,0.09806976458481698,0.04763064897201659,1.6756759051426142,-0.010836582903389957
CI011001.WI,2025-04-29,0.10040161984326601,0.04761599908170409,1.7207448348119754,-0.009735468138744818
CI011001.WI,2025-04-30,0.09958258053797575,0.04763235952941007,1.7045321778853615,-0.010757679744102688
CI011001.WI,2025-05-06,0.10064382218263246,0.047683360955151126,1.7229980730234595,-0.007424583364259774
CI011001.WI,2025-05-07,0.09932552588617649,0.04765083462520184,1.6989811701219466,-0.006363626072333206
CI011001.WI,2025-05-08,0.09552470704484994,0.04760263134623119,1.627870011276872,-0.007059636644415446
CI011001.WI,2025-05-09,0.0993770279110926,0.04748622528050464,1.7056932227913562,-0.006509275343502541
CI011001.WI,2025-05-12,0.10101967188206551,0.04731853163541101,1.7431350652911781,-0.010684946613175983
CI011001.WI,2025-05-13,0.1005021252249021,0.04730646257913285,1.733625100039568,-0.009341710523759872
CI011001.WI,2025-05-14,0.09843016415797456,0.047305331716980085,1.693812971704166,-0.009870319860283305
CI011001.WI,2025-05-15,0.09363403194667752,0.047457696728580405,1.5962862231321557,-0.013298267354074023
CI011001.WI,2025-05-16,0.10019024473979576,0.04719347159508007,1.7316544151507576,-0.01204763397844022
CI011001.WI,2025-05-19,0.09731096617465718,0.04706233089074144,1.6806466964927513,-0.01065749521580961
CI011001.WI,2025-05-20,0.09959011389256545,0.04700949827240347,1.726636833768583,-0.010440080148668374
CI011001.WI,2025-05-21,0.09683675786956925,0.04707595908378765,1.6709884089934364,-0.012537393051643475
CI011001.WI,2025-05-22,0.09899037067346517,0.04701769890004832,1.7147358811412265,-0.012575223691632997
CI011001.WI,2025-05-23,0.09817097770395189,0.04703150132588349,1.6983815786768794,-0.013426766037936355
CI011001.WI,2025-05-26,0.09358007904931442,0.046788968274835835,1.6173758123089472,-0.012476241795986498
CI011001.WI,2025-05-27,0.09423652225962575,0.04679656405033419,1.6299488429041848,-0.011241556375013118
CI011001.WI,2025-05-28,0.08979149248660567,0.04679184915534255,1.543086232240482,-0.0128516723352059
CI011001.WI,2025-05-29,0.08672008766601835,0.04683228139049426,1.4815094102312452,-0.014568195140428064
CI011001.WI,2025-05-30,0.08760998485327232,0.0468521534983054,1.4983775470817615,-0.012718598418449134
CI011001.WI,2025-06-03,0.08516718978081328,0.046766325372175815,1.4529455880425701,-0.011748649044839077
CI011001.WI,2025-06-04,0.07614336354382178,0.04584713984908006,1.2989648385419197,-0.010597781890490876
CI011001.WI,2025-06-05,0.07916387166253691,0.04573339279128886,1.3633872897620174,-0.010749731910960514
CI011001.WI,2025-06-06,0.0821078049044619,0.04574812320592738,1.4225306441265466,-0.008849363175947755
CI011001.WI,2025-06-09,0.09160163789624565,0.0446920558635781,1.650592282814681,-0.009636120224466582
CI011001.WI,2025-06-10,0.09172702088661455,0.04469101848461018,1.6532004452757636,-0.009628799851835623
CI011001.WI,2025-06-11,0.09258829736741747,0.04470273818100161,1.6704259253497336,-0.008232883223664111
CI011001.WI,2025-06-12,0.09151932637513682,0.044689684030073576,1.648989579322718,-0.0077799351671197225
CI011001.WI,2025-06-13,0.0877962999043731,0.04469323658930589,1.572388031048618,-0.009179355116478938
CI011001.WI,2025-06-16,0.09677126429615135,0.04417680631967097,1.7763123131998955,-0.007530571902281569
CI011001.WI,2025-06-17,0.09484455591787255,0.04423474893068985,1.7342804436425092,-0.009479542682726771
CI011001.WI,2025-06-18,0.09661735737281929,0.044215052440621114,1.771638796513121,-0.00884640888270749
CI011001.WI,2025-06-19,0.09045883743579375,0.044180821396809566,1.645461440857125,-0.01101849416327072
CI011001.WI,2025-06-20,0.08760045760342061,0.0441797570243294,1.586070045045682,-0.011960626120883
CI011001.WI,2025-06-23,0.08773706097245437,0.0441844595854247,1.5887493382525009,-0.009940281707285448
CI011001.WI,2025-06-24,0.08965972309454395,0.04419502179249847,1.628353469923353,-0.008467292012984573
CI011001.WI,2025-06-25,0.09192602453896637,0.04422869113202793,1.6741392360509548,-0.006383495655188809
CI011001.WI,2025-06-26,0.09113629201910434,0.04421468540904617,1.658286316874575,-0.005547953551921836
CI011001.WI,2025-06-27,0.0904434702012753,0.04421281592000372,1.6439836824442167,-0.0053882387076258365
CI011001.WI,2025-06-30,0.09105544335305704,0.04421733396784723,1.6565132557565967,-0.004409792472926055
CI011001.WI,2025-07-01,0.092589488792016,0.044240157932024404,1.6874517407628047,-0.002646942166624755
CI011001.WI,2025-07-02,0.09265103285034848,0.04424152769798044,1.688674481400805,-0.0011970900786754113
CI011001.WI,2025-07-03,0.09516231526692254,0.04430964404227126,1.7379752632472538,0.0
CI011001.WI,2025-07-04,0.09362480087574676,0.04432893460491462,1.705534059855805,-0.0009466678429974618
CI011001.WI,2025-07-07,0.0933930562198042,0.04433952405425147,1.7003559316472743,-0.00290246564844443
CI011001.WI,2025-07-08,0.09438388857154889,0.04435325578418564,1.7202726749969655,-0.0014244130048585157
CI011001.WI,2025-07-09,0.09156015881748525,0.04433405975248766,1.6627033948901615,-0.002031519748000643
CI011001.WI,2025-07-10,0.09146234828543243,0.04433368865971033,1.6606949664097588,-0.001543151066449977
CI011001.WI,2025-07-11,0.086824597544775,0.04439287239870047,1.5625870270752598,-0.00393947256182392
CI011001.WI,2025-07-14,0.08818906677628768,0.04439384736412367,1.5908255960952393,-0.0029446465030348312
CI011001.WI,2025-07-15,0.09054034681711176,0.04431172688576645,1.6424178974530474,-0.0032055622347708645
CI011001.WI,2025-07-16,0.08785366205862077,0.044252832965181184,1.5887856888242078,-0.003046522663595619
CI011001.WI,2025-07-17,0.08659560167580382,0.044224791257441116,1.563591668368989,-0.002226292976313493
CI011001.WI,2025-07-18,0.089211516039714,0.04426400181629318,1.6165867954264632,0.0
CI011001.WI,2025-07-21,0.09110969442352057,0.04426890517300153,1.6557584035852722,0.0
CI011001.WI,2025-07-22,0.09314895069523432,0.04415399633450141,1.7022565542073318,-0.0014313267857907208
CI011001.WI,2025-07-23,0.08906604708040633,0.04418198685200669,1.6164816394802477,-0.003278854237909079
CI011001.WI,2025-07-24,0.08612839026042352,0.04422064508439328,1.55400515050882,-0.00491675647811507
CI011001.WI,2025-07-25,0.08546828629675152,0.04422891127371045,1.5399730194305026,-0.005486357339929637
CI011001.WI,2025-07-28,0.084565034605105,0.04420453390554455,1.5219594496127746,-0.00429455381604682
CI011001.WI,2025-07-29,0.08196433819146653,0.04423129324524775,1.4667696950111975,-0.00565855134016513
CI011001.WI,2025-07-30,0.08225794935869635,0.04423690523917014,1.4727247518455575,-0.004303207828774469
CI011001.WI,2025-07-31,0.08158961768697526,0.04428249023828616,1.4573001593469692,-0.007543562136567372
CI011001.WI,2025-08-01,0.0808079969194222,0.044313293290181466,1.4399989096513321,-0.009459122640549933
CI011001.WI,2025-08-04,0.08304839479613246,0.04425527321925964,1.4886346490786506,-0.00934638587836123
CI011001.WI,2025-08-05,0.07987707307499248,0.04417222606485172,1.4249433867703118,-0.009255831540362691
CI011001.WI,2025-08-06,0.0785893510157527,0.04415455247475245,1.3984650094486804,-0.008898905647958033
CI011001.WI,2025-08-07,0.08212063707860451,0.04398337527372655,1.4780747884518792,-0.009257343385959627
CI011001.WI,2025-08-08,0.08178661241585128,0.043988441069099285,1.4708891068291603,-0.009809219161464822
CI011001.WI,2025-08-11,0.0795494333207083,0.04390990927612657,1.4262808080005709,-0.008886445954934707
CI011001.WI,2025-08-12,0.07994921155984458,0.043921481606090024,1.4343489577650912,-0.007044314227619197
CI011001.WI,2025-08-13,0.0816520150137725,0.043942828460030364,1.4695380495691373,-0.005363220122685752
CI011001.WI,2025-08-14,0.07698744587893636,0.04382208876422759,1.3748157026978571,-0.005997986742991013
CI011001.WI,2025-08-15,0.07602035792954709,0.04380299862843559,1.354880702291545,-0.005229786715600371
CI011001.WI,2025-08-18,0.07508287565898297,0.04378382714345041,1.3355414913766777,-0.004419333210404663
